Date,Start (ET),Visitor,Visitor_Pts,Home,Home_Pts,Attend,Home_Win_Margin,Home_Win
"Sat, Jan 20, 2018",9:00p,Los Angeles Clippers,113,Utah Jazz,125,"18,306",12,1
"Sat, Jan 20, 2018",10:00p,Dallas Mavericks,108,Portland Trail Blazers,117,"19,464",9,1
"Sun, Jan 21, 2018",1:00p,Orlando Magic,103,Boston Celtics,95,"18,624",-8,0
"Sun, Jan 21, 2018",3:30p,New York Knicks,107,Los Angeles Lakers,127,"18,997",20,1
"Sun, Jan 21, 2018",4:00p,Brooklyn Nets,101,Detroit Pistons,100,"17,554",-1,0
"Sun, Jan 21, 2018",7:00p,Indiana Pacers,94,San Antonio Spurs,86,"18,418",-8,0
"Mon, Jan 22, 2018",7:00p,Sacramento Kings,107,Charlotte Hornets,112,"11,806",5,1
"Mon, Jan 22, 2018",7:30p,Utah Jazz,90,Atlanta Hawks,104,"11,096",14,1
"Mon, Jan 22, 2018",8:00p,Miami Heat,90,Houston Rockets,99,"18,055",9,1
"Mon, Jan 22, 2018",8:00p,Philadelphia 76ers,101,Memphis Grizzlies,105,"14,288",4,1
"Mon, Jan 22, 2018",8:00p,Phoenix Suns,105,Milwaukee Bucks,109,"14,766",4,1
"Mon, Jan 22, 2018",8:00p,Chicago Bulls,128,New Orleans Pelicans,132,"17,101",4,1
"Mon, Jan 22, 2018",8:30p,Washington Wizards,75,Dallas Mavericks,98,"19,328",23,1
"Mon, Jan 22, 2018",9:00p,Portland Trail Blazers,101,Denver Nuggets,104,"14,474",3,1
"Mon, Jan 22, 2018",10:30p,Minnesota Timberwolves,126,Los Angeles Clippers,118,"16,347",-8,0
"Tue, Jan 23, 2018",7:00p,Sacramento Kings,105,Orlando Magic,99,"18,846",-6,0
"Tue, Jan 23, 2018",8:00p,Brooklyn Nets,108,Oklahoma City Thunder,109,"18,203",1,1
"Tue, Jan 23, 2018",8:00p,Cleveland Cavaliers,102,San Antonio Spurs,114,"18,418",12,1
"Tue, Jan 23, 2018",10:30p,New York Knicks,112,Golden State Warriors,123,"19,596",11,1
"Tue, Jan 23, 2018",10:30p,Boston Celtics,107,Los Angeles Lakers,108,"18,997",1,1
"Wed, Jan 24, 2018",7:00p,New Orleans Pelicans,101,Charlotte Hornets,96,"14,588",-5,0
"Wed, Jan 24, 2018",7:00p,Utah Jazz,98,Detroit Pistons,95,"15,682",-3,0
"Wed, Jan 24, 2018",7:00p,Phoenix Suns,101,Indiana Pacers,116,"14,060",15,1
"Wed, Jan 24, 2018",7:00p,Chicago Bulls,101,Philadelphia 76ers,115,"20,547",14,1
"Wed, Jan 24, 2018",7:30p,Toronto Raptors,108,Atlanta Hawks,93,"12,780",-15,0
"Wed, Jan 24, 2018",8:00p,Houston Rockets,104,Dallas Mavericks,97,"19,378",-7,0
"Wed, Jan 24, 2018",8:00p,San Antonio Spurs,108,Memphis Grizzlies,85,"15,812",-23,0
"Wed, Jan 24, 2018",10:00p,Minnesota Timberwolves,114,Portland Trail Blazers,123,"18,920",9,1
"Wed, Jan 24, 2018",10:30p,Boston Celtics,113,Los Angeles Clippers,102,"19,430",-11,0
"Thu, Jan 25, 2018",7:30p,Sacramento Kings,89,Miami Heat,88,"19,600",-1,0
"Thu, Jan 25, 2018",8:00p,Washington Wizards,112,Oklahoma City Thunder,121,"18,203",9,1
"Thu, Jan 25, 2018",9:00p,New York Knicks,118,Denver Nuggets,130,"15,482",12,1
"Thu, Jan 25, 2018",10:30p,Minnesota Timberwolves,113,Golden State Warriors,126,"19,596",13,1
"Fri, Jan 26, 2018",7:00p,Atlanta Hawks,110,Charlotte Hornets,121,"15,479",11,1
"Fri, Jan 26, 2018",7:30p,Indiana Pacers,108,Cleveland Cavaliers,115,"20,562",7,1
"Fri, Jan 26, 2018",7:30p,Utah Jazz,97,Toronto Raptors,93,"19,800",-4,0
"Fri, Jan 26, 2018",8:00p,Los Angeles Lakers,108,Chicago Bulls,103,"21,827",-5,0
"Fri, Jan 26, 2018",8:00p,Los Angeles Clippers,109,Memphis Grizzlies,100,"16,369",-9,0
"Fri, Jan 26, 2018",8:00p,Brooklyn Nets,91,Milwaukee Bucks,116,"18,717",25,1
"Fri, Jan 26, 2018",8:00p,Houston Rockets,113,New Orleans Pelicans,115,"17,186",2,1
"Fri, Jan 26, 2018",8:30p,Portland Trail Blazers,107,Dallas Mavericks,93,"19,876",-14,0
"Fri, Jan 26, 2018",8:30p,Philadelphia 76ers,97,San Antonio Spurs,78,"18,418",-19,0
"Fri, Jan 26, 2018",9:00p,New York Knicks,107,Phoenix Suns,85,"17,068",-22,0
"Sat, Jan 27, 2018",5:00p,Oklahoma City Thunder,121,Detroit Pistons,108,"20,491",-13,0
"Sat, Jan 27, 2018",7:00p,Orlando Magic,112,Indiana Pacers,114,"17,923",2,1
"Sat, Jan 27, 2018",7:30p,Washington Wizards,129,Atlanta Hawks,104,"15,843",-25,0
"Sat, Jan 27, 2018",7:30p,Charlotte Hornets,91,Miami Heat,95,"19,600",4,1
"Sat, Jan 27, 2018",8:30p,Boston Celtics,105,Golden State Warriors,109,"19,596",4,1
"Sat, Jan 27, 2018",9:00p,Dallas Mavericks,89,Denver Nuggets,91,"19,520",2,1
"Sat, Jan 27, 2018",9:00p,Brooklyn Nets,97,Minnesota Timberwolves,111,"16,231",14,1
"Sun, Jan 28, 2018",3:30p,Milwaukee Bucks,110,Chicago Bulls,96,"21,630",-14,0
"Sun, Jan 28, 2018",3:30p,Phoenix Suns,102,Houston Rockets,113,"18,055",11,1
"Sun, Jan 28, 2018",4:00p,Los Angeles Clippers,112,New Orleans Pelicans,103,"16,378",-9,0
"Sun, Jan 28, 2018",6:00p,Detroit Pistons,104,Cleveland Cavaliers,121,"20,562",17,1
"Sun, Jan 28, 2018",6:00p,Philadelphia 76ers,112,Oklahoma City Thunder,122,"18,202",10,1
"Sun, Jan 28, 2018",6:00p,Los Angeles Lakers,111,Toronto Raptors,123,"19,800",12,1
"Sun, Jan 28, 2018",7:00p,Sacramento Kings,98,San Antonio Spurs,113,"18,418",15,1
"Mon, Jan 29, 2018",7:00p,Charlotte Hornets,96,Indiana Pacers,105,"14,225",9,1
"Mon, Jan 29, 2018",7:30p,Minnesota Timberwolves,100,Atlanta Hawks,105,"12,589",5,1
"Mon, Jan 29, 2018",8:00p,Phoenix Suns,109,Memphis Grizzlies,120,"13,202",11,1
"Mon, Jan 29, 2018",8:00p,Philadelphia 76ers,95,Milwaukee Bucks,107,"14,126",12,1
"Mon, Jan 29, 2018",8:30p,Miami Heat,95,Dallas Mavericks,88,"19,555",-7,0
"Mon, Jan 29, 2018",9:00p,Boston Celtics,111,Denver Nuggets,110,"19,520",-1,0
"Tue, Jan 30, 2018",7:00p,Oklahoma City Thunder,96,Washington Wizards,102,"20,356",6,1
"Tue, Jan 30, 2018",7:30p,Brooklyn Nets,95,New York Knicks,111,"19,505",16,1
"Tue, Jan 30, 2018",7:30p,Minnesota Timberwolves,104,Toronto Raptors,109,"19,800",5,1
"Tue, Jan 30, 2018",8:00p,Cleveland Cavaliers,114,Detroit Pistons,125,"18,508",11,1
"Tue, Jan 30, 2018",8:00p,Orlando Magic,107,Houston Rockets,114,"18,055",7,1
"Tue, Jan 30, 2018",8:00p,Sacramento Kings,114,New Orleans Pelicans,103,"14,292",-11,0
"Tue, Jan 30, 2018",8:30p,Denver Nuggets,104,San Antonio Spurs,106,"18,418",2,1
"Tue, Jan 30, 2018",9:00p,Golden State Warriors,99,Utah Jazz,129,"18,306",30,1
"Tue, Jan 30, 2018",10:30p,Portland Trail Blazers,104,Los Angeles Clippers,96,"16,705",-8,0
"Wed, Jan 31, 2018",7:00p,Memphis Grizzlies,101,Indiana Pacers,105,"15,093",4,1
"Wed, Jan 31, 2018",7:00p,Los Angeles Lakers,105,Orlando Magic,127,"18,553",22,1
"Wed, Jan 31, 2018",7:30p,Charlotte Hornets,123,Atlanta Hawks,110,"13,103",-13,0
"Wed, Jan 31, 2018",7:30p,Philadelphia 76ers,108,Brooklyn Nets,116,"15,577",8,1
"Wed, Jan 31, 2018",7:30p,Miami Heat,89,Cleveland Cavaliers,91,"20,562",2,1
"Wed, Jan 31, 2018",8:00p,New York Knicks,73,Boston Celtics,103,"18,624",30,1
"Wed, Jan 31, 2018",10:00p,Chicago Bulls,108,Portland Trail Blazers,124,"19,422",16,1
"Wed, Jan 31, 2018",10:30p,Dallas Mavericks,88,Phoenix Suns,102,"15,923",14,1
